queue	key	label	source	source_id	hint
review-readiness	CHEBI:2444	actinodaphnine	CHEBI	PMID:16168547|PMID:2609975|PMID:3267205	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:27666	actinomycin D	ARO+CHEBI	PMID:2410919	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:2448	actinorhodin	CHEBI	PMID:15054568|PMID:17579485|PMID:18207163|PMID:24240146|PMID:24963940	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2453	acyclovir	CHEBI	PMID:11687127|PMID:11994034|PMID:24346595|PMID:26024233|PMID:28166217	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2469	adefovir	CHEBI	PMID:10676990|PMID:11796353|PMID:14647052|PMID:14978283|PMID:15866657	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:31175	adefovir pivoxil	CHEBI	PMID:10728465|PMID:12099163|PMID:25237370|PMID:25493022|PMID:25834334	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:45327	adenine arabinoside	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83155	adenosine 5'-hexadecylphosphate	CHEBI	PMID:10708376|PMID:16233132|PMID:16233300|PMID:9037758	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65371	adxanthromycin A	CHEBI	PMID:10344578	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65372	adxanthromycin B	CHEBI	PMID:10344578	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:40629	AEE788	CHEBI	PMID:15256466|PMID:15520205|PMID:15756022|PMID:15827337|PMID:16740767	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:80790	afzelin	CHEBI	PMID:23626759|PMID:24423008|PMID:24642906|PMID:27287415|PMID:27861739	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2512	agathisflavone	CHEBI	PMID:1484886|PMID:21106357|PMID:21281018|PMID:21594945	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65375	agrochelin	CHEBI	PMID:10656570	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:82809	agrocin 84	CHEBI	PMID:1152843|PMID:12549403|PMID:16347881|PMID:16731618|PMID:18944744	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:141361	aigialone	CHEBI	PMID:15043431|PMID:28425292	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:75244	aklaviketone	CHEBI	PMID:11910122|PMID:3165374|PMID:7601857	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:51460	albaflavenone	CHEBI	PMID:18234666|PMID:19385616|PMID:19858213|PMID:21342464|PMID:22151149	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:16664	albendazole	ARO+CHEBI	PMID:35453279|PMID:22152396|PMID:24403707|PMID:24411094	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83206	albomycin δ1	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83215	albomycin δ2	CHEBI	PMID:11217799|PMID:22704654	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83217	albomycin ε	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:77940	alborixin	CHEBI	PMID:1929322|PMID:28761|PMID:3572663|PMID:3823605|PMID:511789	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:53661	alexidine	CHEBI	PMID:10848923|PMID:22152633|PMID:22495680|PMID:23492900|PMID:23970139	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65385	alisiaquinol	CHEBI	PMID:18512987	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65382	alisiaquinone A	CHEBI	PMID:18512987	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65383	alisiaquinone B	CHEBI	PMID:18512987	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65384	alisiaquninone C	CHEBI	PMID:18512987	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65386	alismorientol A	CHEBI	PMID:17541191|PMID:19639784	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65387	allanxanthone C	CHEBI	PMID:16394561|PMID:17244407|PMID:19053018|PMID:21138552	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:28411	allicin	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2596	alliin	CHEBI	PMID:16999975|PMID:17262437|PMID:17702402|PMID:18034739|PMID:18172887	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:132987	alliin zwitterion	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:16605	allyl alcohol	CHEBI	PMID:18383315|PMID:24594943	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:73224	allyl isothiocyanate	CHEBI	PMID:20174640|PMID:21237300|PMID:21711355|PMID:22093285|PMID:22104119	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:101381	aloxistatin	CHEBI	PMID:26388830	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:138488	alsterpaullone	CHEBI	PMID:10425100|PMID:12669310|PMID:20334651|PMID:22052821|PMID:23577282	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:141340	altenusin	CHEBI	PMID:10470682|PMID:18494522|PMID:19835393|PMID:22366718|PMID:22967766	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2618	amantadine	CHEBI	PMID:23011311|PMID:24371305|PMID:24427376	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2619	amantadine hydrochloride	CHEBI	PMID:11054856|PMID:16170253|PMID:20020057|PMID:24263176|PMID:24614731	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78351	amantadine sulfate	CHEBI	PMID:10907729|PMID:11003631|PMID:11454179|PMID:11981240|PMID:12618292	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65400	ambiguine H	CHEBI	PMID:17315959|PMID:25983347|PMID:30336678	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65401	ambiguine I	CHEBI	PMID:17315959	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65402	amburoside A	CHEBI	PMID:14577630|PMID:16039060|PMID:18404596|PMID:19053991|PMID:20638258	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2631	amentoflavone	CHEBI	PMID:11256492|PMID:12372862|PMID:15130600|PMID:16084098|PMID:18298378	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:83398	ametoctradin	CHEBI	PMID:24176337|PMID:25577097|PMID:25784492|PMID:25914236|PMID:26551250	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2637	amikacin	ARO+CHEBI	PMID:10103173|PMID:11083623|PMID:8385262|PMID:11744283|PMID:15305513	MECHANISM_REVIEW: mechanism is absent; 13 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:2638	amikacin disulfate	CHEBI	PMID:109983|PMID:3174816|PMID:6162275|PMID:6800084	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:84073	aminocandin	CHEBI	PMID:16046462|PMID:16634699|PMID:17021057|PMID:17242032|PMID:17391387	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:233987	aminotipyr	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:81846	amisulbrom	CHEBI	PMID:28560618|PMID:31077540|PMID:32303813|PMID:32442369|PMID:32760462	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:81754	amobam	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2674	amodiaquine	CHEBI	PMID:11044276|PMID:11971651|PMID:17046445|PMID:17222819|PMID:18419816	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 3 target(s)
review-readiness	CHEBI:50652	amodiaquine hydrochloride	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:599440	amorolfine	CHEBI	PMID:17620378	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:59649	amorolfine hydrochloride	CHEBI		MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2676	amoxicillin	ARO+CHEBI	PMID:19236222|PMID:10930630|PMID:11431418|PMID:11906332|PMID:12569987	MECHANISM_REVIEW: mechanism is absent; 11 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:51254	amoxicillin trihydrate	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2682	amphotericin B	ARO+CHEBI	PMID:33523419|PMID:11429202|PMID:11930683|PMID:15793154|PMID:16120633	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:277842	amphotericin B methyl ester	CHEBI	PMID:22788845	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:28971	ampicillin	ARO+CHEBI	PMID:44765|PMID:3224398|PMID:10930630|PMID:12562703|PMID:12569987	MECHANISM_REVIEW: mechanism is absent; 12 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:40050	amprenavir	CHEBI		MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:85265	amprolium	CHEBI	PMID:23334897|PMID:24431547|PMID:25523045	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:85266	amprolium(1+)	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:135779	amrubicin	CHEBI	PMID:31505087|PMID:31557562|PMID:31901017|PMID:32462731|PMID:32569168	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2696	anacardic acid	CHEBI	PMID:26371858|PMID:28012059|PMID:29795261|PMID:30642401|PMID:30712293	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:65406	ancistrotanzanine A	CHEBI	PMID:12889879|PMID:14510589|PMID:15165131	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65407	ancistrotanzanine B	CHEBI	PMID:12889879|PMID:14510589	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65408	andrographolide	CHEBI	PMID:15894448|PMID:18464090|PMID:19110075|PMID:22026410|PMID:22512591	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:55346	anidulafungin	ARO+CHEBI	PMID:15456342|PMID:15482216|PMID:16770294|PMID:17316149|PMID:19072176	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 11 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:82076	anilazine	CHEBI	PMID:4682330|PMID:6108427|PMID:9066850	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65410	anolignan A	CHEBI	PMID:11777463|PMID:7525878	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65411	anolignan B	CHEBI	PMID:16257162|PMID:17828718|PMID:7525878|PMID:9249982	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:29515	ansamitocin P3	CHEBI	PMID:11071278|PMID:1517150|PMID:1530630|PMID:15533675|PMID:15674857	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:88275	antelmycin	CHEBI	PMID:14171214|PMID:16196060|PMID:371683|PMID:4616934|PMID:4754193	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:40699	anthramycin	CHEBI	PMID:15599|PMID:1695729|PMID:17134232|PMID:17584616|PMID:18512205	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:85005	anticapsin	CHEBI	PMID:16349914|PMID:3450099|PMID:3527630|PMID:3884731|PMID:5481496	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:84310	anticapsin zwitterion	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65413	antimycin A9	CHEBI	PMID:15813185	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:51691	apalcillin	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2766	aphidicolin	CHEBI	PMID:10592317|PMID:1483268|PMID:19735659|PMID:21212237|PMID:21444690	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:16778	apigenin 7-O-β-D-glucoside	CHEBI	PMID:17186490|PMID:19112896|PMID:21656359|PMID:21756194	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:77722	apigenin 7-O-β-D-glucoside(1−)	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:15932	apiin	CHEBI	PMID:10722209|PMID:15813363|PMID:17637182|PMID:18553272|PMID:21834233	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2790	apramycin	ARO+CHEBI	PMID:10103173|PMID:8385262|PMID:11083623|PMID:1249675|PMID:340441	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:88274	aranotin	CHEBI	PMID:20809554|PMID:4637543|PMID:4645597|PMID:4645598|PMID:4698552	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83685	arasertaconazole	CHEBI		MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:83692	arasertaconazole nitrate	CHEBI		MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:37922	arbekacin	ARO+CHEBI	PMID:7559197|PMID:10858356|PMID:14982763|PMID:15616309|PMID:15808488	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 9 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:65423	ardimerin digallate	CHEBI	PMID:17397219	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65435	arisugacin A	CHEBI	PMID:7649881	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65436	arisugacin B	CHEBI	PMID:7649881	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65437	arisugacin C	CHEBI	PMID:10724008	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65438	arisugacin D	CHEBI	PMID:10724008	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68381	arjunolic acid	CHEBI	PMID:21046976|PMID:21732908|PMID:22486656|PMID:23402784	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:193597	ARS-1620	CHEBI	PMID:35158284|PMID:35281897|PMID:36099883	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:9016	arsphenamine	ARO+CHEBI	PMID:18679046	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:195280	artemether	CHEBI	PMID:11141088|PMID:12781185|PMID:16033274|PMID:17242150|PMID:17404003	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:136054	arterolane	CHEBI	PMID:15318224|PMID:17087929|PMID:17145800|PMID:17562801|PMID:19646936	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:155927	arterolane maleate	CHEBI	PMID:21148048|PMID:22586253|PMID:26608469|PMID:26818020|PMID:26908796	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:63918	artesunate	CHEBI	PMID:26097885|PMID:30704910|PMID:33652561|PMID:33792170|PMID:33814617	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68859	arugosin B	CHEBI	PMID:16872131	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65443	AS-186a	CHEBI	PMID:8119857	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65444	AS-186b	CHEBI	PMID:17390588|PMID:1750931|PMID:2010354|PMID:2010355|PMID:8119857	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65445	AS-186c	CHEBI	PMID:8119857	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65446	AS-186g	CHEBI	PMID:8119857	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2866	ascaridole	CHEBI	PMID:24184772|PMID:24645715	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156219	ascochlorin	CHEBI	PMID:11029223|PMID:11374942|PMID:19253369|PMID:20025846|PMID:20558137	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156148	ascofuranone	CHEBI	PMID:10511901|PMID:12798927|PMID:16288933|PMID:17114644|PMID:19306296	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:29582	ascomycin	CHEBI	PMID:21833838|PMID:23435975|PMID:24628911|PMID:3198493|PMID:7520900	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167650	ASP-3026	CHEBI	PMID:24419060|PMID:25026277|PMID:25727400|PMID:25749034|PMID:25888090	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68792	asperentin	CHEBI	PMID:17125234|PMID:22663064|PMID:22704625|PMID:23413753|PMID:4629903	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156386	asperlactone	CHEBI	PMID:18661951|PMID:19589392|PMID:31880876|PMID:32875235	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65453	asphodelin A	CHEBI	PMID:17253862	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:65454	asphodelin A-4'-O-β-glucoside	CHEBI	PMID:17253862	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:138179	aspirin-triggered resolvin D1	CHEBI	PMID:17244615|PMID:21418187|PMID:22785226|PMID:22802419|PMID:23462912	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:31240	aspoxicillin	ARO	PMID:6833130	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:17704	aspulvinone E	CHEBI	PMID:23411074	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156387	aspyrone	CHEBI	PMID:18661951|PMID:19589392|PMID:28958507|PMID:31284571|PMID:8534985	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2896	astemizole	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 2 target(s)
review-readiness	CHEBI:192555	asterriquinone C1	CHEBI	PMID:14695798|PMID:16562864|PMID:1703412|PMID:17704773|PMID:18029206	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67927	astragalin heptaacetate	CHEBI	PMID:21466157	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:37923	astromicin	ARO+CHEBI	PMID:10103173|PMID:8385262|PMID:11083623|PMID:1494349|PMID:2737953	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:73481	asukamycin	CHEBI	PMID:15038738|PMID:16816183|PMID:19787206|PMID:20522559|PMID:21854515	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:37924	atazanavir	CHEBI	PMID:15156449|PMID:15353575|PMID:15645003|PMID:15737947|PMID:17376023	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:575568	atovaquone	ARO+CHEBI	PMID:12936966|PMID:10658902|PMID:11956677|PMID:12791689|PMID:14727190	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:149660	atromentin	CHEBI	PMID:12872944|PMID:12895540|PMID:17323650|PMID:18805498|PMID:19809251	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:90924	aurachin A	CHEBI	PMID:18989924|PMID:21979787|PMID:24367422|PMID:3106289	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:90888	aurachin C	CHEBI	PMID:18989924|PMID:22907798|PMID:23103448|PMID:25130733|PMID:25209961	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156298	aurafuron A	CHEBI	PMID:15981410|PMID:17919655|PMID:22632656	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:133760	aurasperone A	CHEBI	PMID:16155971|PMID:21176790|PMID:22377027|PMID:25809933|PMID:26669099	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:61739	aureobasidin A	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
