application_number	application_type	product_number	sponsor_name	drug_name	ingredient_name	unii	standard_inchi_key	gsrs_record_version	approval_date	submission_status	marketing_status	currently_marketed	drugsfda_version	drugsfda_retrieved_on	unii_version	gsrs_retrieved_on
006882	NDA	001	SANOFI AVENTIS US	PHISOHEX	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1949-04-19	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017411	NDA	001	HUNTINGTON LABS	HEXA-GERM	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1974-09-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017412	NDA	001	HUNTINGTON LABS	GERMA-MEDICA	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1978-02-03	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017412	NDA	002	HUNTINGTON LABS	"GERMA-MEDICA ""MG"""	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1978-02-03	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017413	NDA	001	3M	SCRUBTEAM SURGICAL SPONGEBRUSH	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1977-02-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017421	NDA	002	DIAL	DIAL	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1976-03-10	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017433	NDA	001	DAVIS AND GECK	PRE-OP	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1978-10-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017433	NDA	002	DAVIS AND GECK	PRE-OP II	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1978-10-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017446	NDA	001	SANOFI AVENTIS US	PHISO-SCRUB	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1977-08-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017452	NDA	001	BECTON DICKINSON	E-Z SCRUB	HEXACHLOROPHENE	IWW5FV6NK2	ACGUYXCXAPNIKK-UHFFFAOYSA-N	25	1976-07-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
013026	NDA	002	WYETH PHARMS	TRECATOR	ETHIONAMIDE	OAY8ORS3CQ	AEOCXXJPGCBFJA-UHFFFAOYSA-N	68	1965-04-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212887	NDA	001	VIIV HLTHCARE	VOCABRIA	CABOTEGRAVIR SODIUM	3L12PT535M	AEZBWGMXBKPGFP-KIUAEZIZSA-M	19	2021-01-21	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021222	NDA	001	VANSEN PHARMA	SPECTRACEF	CEFDITOREN PIVOXIL	78THA212DH	AFZFFLVORLEPPO-UVYJNCLZSA-N	26	2001-08-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021222	NDA	002	VANSEN PHARMA	SPECTRACEF	CEFDITOREN PIVOXIL	78THA212DH	AFZFFLVORLEPPO-UVYJNCLZSA-N	26	2001-08-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050662	NDA	001	ABBVIE	BIAXIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1991-10-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050662	NDA	002	ABBVIE	BIAXIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1991-10-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050697	NDA	001	ABBVIE INC	BIAXIN XL	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1993-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050697	NDA	002	ABBVIE INC	BIAXIN XL	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1993-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050698	NDA	001	ABBVIE	BIAXIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1993-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050698	NDA	002	ABBVIE	BIAXIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1993-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050698	NDA	003	ABBVIE	BIAXIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	1993-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050775	NDA	001	ABBVIE	BIAXIN XL	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2000-03-03	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065136	ANDA	001	SANDOZ	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-08-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065137	ANDA	001	IVAX SUB TEVA PHARMS	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065137	ANDA	002	IVAX SUB TEVA PHARMS	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065144	ANDA	001	SANDOZ	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-10-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065145	ANDA	001	ACTAVIS LABS FL INC	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2004-06-24	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065154	ANDA	001	DR REDDYS LABS SA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-05-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065155	ANDA	001	TEVA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065155	ANDA	002	TEVA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065174	ANDA	001	SUN PHARM INDS LTD	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2004-09-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065174	ANDA	002	SUN PHARM INDS LTD	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2004-09-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065178	ANDA	001	HIKMA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2004-05-25	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065178	ANDA	002	HIKMA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2004-05-25	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065195	ANDA	001	PHARMOBEDIENT	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-03-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065195	ANDA	002	PHARMOBEDIENT	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-03-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065210	ANDA	001	RANBAXY	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-01-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065250	ANDA	001	ANI PHARMS	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2005-08-25	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065266	ANDA	001	WOCKHARDT	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2006-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065266	ANDA	002	WOCKHARDT	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2006-05-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065283	ANDA	002	SANDOZ	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-09-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065283	ANDA	003	SANDOZ	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-09-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065382	ANDA	001	SUN PHARM INDS LTD	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-08-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065382	ANDA	002	SUN PHARM INDS LTD	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-08-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065384	ANDA	001	CHARTWELL	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-08-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065384	ANDA	002	CHARTWELL	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2007-08-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065489	ANDA	001	AUROBINDO	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2012-07-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
065489	ANDA	002	AUROBINDO	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2012-07-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202532	ANDA	001	LUPIN	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2015-09-15	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202710	ANDA	001	NOVITIUM PHARMA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2013-06-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202710	ANDA	002	NOVITIUM PHARMA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2013-06-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203243	ANDA	001	MPP PHARMA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2016-02-29	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203584	ANDA	001	HEC PHARM	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2015-09-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203584	ANDA	002	HEC PHARM	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2015-09-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206714	ANDA	001	JUBILANT CADISTA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2019-04-25	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206714	ANDA	002	JUBILANT CADISTA	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2019-04-25	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
208987	ANDA	001	SUNSHINE	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2018-07-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
210459	ANDA	001	ALEMBIC	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2022-01-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
210459	ANDA	002	ALEMBIC	CLARITHROMYCIN	CLARITHROMYCIN	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	83	2022-01-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050313	NDA	001	APOTHECON	FUNGIZONE	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1965-10-13	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050314	NDA	001	APOTHECON	FUNGIZONE	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1966-02-07	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050341	NDA	003	BRISTOL MYERS SQUIBB	FUNGIZONE	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1971-06-02	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050724	NDA	001	LEADIANT BIOSCI INC	ABELCET	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1995-11-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050729	NDA	001	ALKOPHARMA USA	AMPHOTEC	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1996-11-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050729	NDA	002	ALKOPHARMA USA	AMPHOTEC	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1996-11-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
050740	NDA	001	ASTELLAS	AMBISOME	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1997-08-11	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
060517	ANDA	001	APOTHECON	FUNGIZONE	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1966-03-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
060570	ANDA	001	APOTHECON	FUNGIZONE	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1964-11-12	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062728	ANDA	001	ABRAXIS PHARM	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1987-04-13	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063206	ANDA	001	XGEN PHARMS	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1992-04-29	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064062	ANDA	001	TEVA PARENTERAL	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1995-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064141	ANDA	001	ABBOTT	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	1996-12-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212514	ANDA	001	SPIL	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	2021-12-14	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212967	ANDA	001	MYLAN LABS LTD	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	2025-06-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
214010	ANDA	001	EUGIA PHARMA	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	2022-11-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215354	ANDA	001	AVET LIFESCIENCES	AMPHOTERICIN B	AMPHOTERICIN B	7XU7A7DROE	APKFDSVGJQXUKY-INPOYWNPSA-N	62	2025-06-02	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021036	NDA	001	GLAXOSMITHKLINE	RELENZA	ZANAMIVIR	L6O3XI777I	ARAIBEBZBOPLMB-UFGQHTETSA-N	41	1999-07-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
019537	NDA	002	BAYER HLTHCARE	CIPRO	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	1987-10-22	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
019537	NDA	003	BAYER HLTHCARE	CIPRO	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	1987-10-22	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
019537	NDA	004	BAYER HLTHCARE	CIPRO	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	1987-10-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
019992	NDA	001	SANDOZ	CILOXAN	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	1990-12-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
020369	NDA	001	SANDOZ	CILOXAN	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	1998-03-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021744	NDA	001	DEPOMED INC	PROQUIN XR	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2005-05-19	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021918	NDA	001	LAB SALVAT	CETRAXAL	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2009-05-01	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074124	ANDA	001	BARR	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074124	ANDA	002	BARR	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074124	ANDA	003	BARR	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075593	ANDA	001	DR REDDYS LABS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075593	ANDA	003	DR REDDYS LABS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075593	ANDA	004	DR REDDYS LABS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075685	ANDA	001	NATCO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075685	ANDA	002	NATCO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075685	ANDA	003	NATCO	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075747	ANDA	001	SUN PHARM INDS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075747	ANDA	002	SUN PHARM INDS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075747	ANDA	003	SUN PHARM INDS LTD	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075817	ANDA	002	RISING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075817	ANDA	003	RISING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075817	ANDA	004	RISING	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075928	ANDA	001	RUBICON RESEARCH	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075939	ANDA	002	AMNEAL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075939	ANDA	003	AMNEAL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075939	ANDA	004	AMNEAL	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076089	ANDA	002	IVAX SUB TEVA PHARMS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076089	ANDA	003	IVAX SUB TEVA PHARMS	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	4BA73M5E37	ARPUHYJMCVWYCZ-UHFFFAOYSA-N	57	2004-06-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
