application_number	application_type	product_number	sponsor_name	drug_name	ingredient_name	unii	standard_inchi_key	gsrs_record_version	approval_date	submission_status	marketing_status	currently_marketed	drugsfda_version	drugsfda_retrieved_on	unii_version	gsrs_retrieved_on
215659	ANDA	001	TEVA PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2021-10-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215659	ANDA	002	TEVA PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2021-10-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215659	ANDA	003	TEVA PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2021-10-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215659	ANDA	004	TEVA PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2021-10-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
215659	ANDA	005	TEVA PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2021-10-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216092	ANDA	001	MSN	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2026-01-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216678	ANDA	001	RUBICON RESEARCH	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-10-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216678	ANDA	002	RUBICON RESEARCH	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-10-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216724	ANDA	001	THINQ PHARM-CRO PVT	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2024-12-10	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216788	ANDA	001	AUROBINDO PHARMA LTD	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-04-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216788	ANDA	002	AUROBINDO PHARMA LTD	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-04-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216788	ANDA	003	AUROBINDO PHARMA LTD	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-04-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216788	ANDA	004	AUROBINDO PHARMA LTD	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-04-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216788	ANDA	005	AUROBINDO PHARMA LTD	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2025-04-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
216911	ANDA	001	GLAND	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2024-10-04	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217275	ANDA	001	ZYDUS PHARMS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2024-03-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217350	ANDA	001	ALEMBIC	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2023-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217350	ANDA	002	ALEMBIC	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2023-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217350	ANDA	003	ALEMBIC	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2023-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217350	ANDA	004	ALEMBIC	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2023-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217350	ANDA	005	ALEMBIC	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2023-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
218229	ANDA	001	REGCON HOLDINGS	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2024-09-24	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
218272	ANDA	001	ASPIRO	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	9WP59609J6	FBSMERQALIEGJT-UHFFFAOYSA-N	43	2024-11-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
006530	NDA	003	PHARMOBEDIENT	AVC	SULFANILAMIDE	21240MF57M	FDDDEECHVMSUSB-UHFFFAOYSA-N	52	1965-06-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
006530	NDA	004	PHARMOBEDIENT	AVC	SULFANILAMIDE	21240MF57M	FDDDEECHVMSUSB-UHFFFAOYSA-N	52	1965-06-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
088718	ANDA	001	COSETTE PHARMS NC	SULFANILAMIDE	SULFANILAMIDE	21240MF57M	FDDDEECHVMSUSB-UHFFFAOYSA-N	52	1985-09-19	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
084148	ANDA	001	SOLA BARNES HIND	SULFISOXAZOLE DIOLAMINE	SULFISOXAZOLE DIOLAMINE	30S4B46J8B	FEPTXVIRMZIGFY-UHFFFAOYSA-N	11	1975-01-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
213036	NDA	001	AMIVAS	ARTESUNATE	ARTESUNATE	60W3249T9M	FIHJKUPKCHIPAT-AHIGJZGOSA-N	60	2020-05-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
020638	NDA	001	GILEAD SCIENCES INC	VISTIDE	CIDOFOVIR	JIL713Q00N	FPKARFMSZDBYQF-ILKKLZGPSA-N	43	1996-06-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
201276	ANDA	001	MYLAN INSTITUTIONAL	CIDOFOVIR	CIDOFOVIR	JIL713Q00N	FPKARFMSZDBYQF-ILKKLZGPSA-N	43	2012-06-27	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
202501	ANDA	001	AVET LIFESCIENCES	CIDOFOVIR	CIDOFOVIR	JIL713Q00N	FPKARFMSZDBYQF-ILKKLZGPSA-N	43	2012-07-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
018353	NDA	001	PFIZER	FLAGYL I.V.	METRONIDAZOLE HYDROCHLORIDE	76JC1633UF	FPTPAIQTXYFGJC-UHFFFAOYSA-N	14	1980-11-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
020122	NDA	001	HOSPIRA INC	NIPENT	PENTOSTATIN	395575MZO7	FPVKHBSQESCIEP-JQCXWYLXSA-N	19	1991-10-11	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
077841	ANDA	001	WEST-WARD PHARMS INT	PENTOSTATIN	PENTOSTATIN	395575MZO7	FPVKHBSQESCIEP-JQCXWYLXSA-N	19	2007-08-07	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203554	ANDA	001	RISING	PENTOSTATIN	PENTOSTATIN	395575MZO7	FPVKHBSQESCIEP-JQCXWYLXSA-N	19	2014-09-19	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021821	NDA	001	PF PRISM CV	TYGACIL	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2005-06-15	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
091620	ANDA	001	SANDOZ	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2015-05-27	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
204439	ANDA	001	APOTEX	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2018-12-21	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
205645	NDA	001	FRESENIUS KABI USA	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2016-12-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
205722	ANDA	001	XELLIA PHARMS APS	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2019-10-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206335	ANDA	001	EUGIA PHARMA	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2019-06-11	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
208744	NDA	001	ACCORD HLTHCARE INC	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2018-01-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
211158	NDA	001	AMNEAL	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2018-08-02	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
214020	ANDA	001	MEITHEAL	TIGECYCLINE	TIGECYCLINE	70JE2N95KR	FPZLLRFZJZRHSY-HJYUBDRYSA-N	51	2021-05-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017970	NDA	001	ASTRAZENECA	NOLVADEX	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	1977-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
017970	NDA	002	ASTRAZENECA	NOLVADEX	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	1977-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
021807	NDA	001	MAYNE PHARMA COMMRCL	SOLTAMOX	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2005-10-29	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
070929	ANDA	001	ACTAVIS LABS FL INC	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
070929	ANDA	002	ACTAVIS LABS FL INC	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074504	ANDA	001	TEVA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-04-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074504	ANDA	002	TEVA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-04-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074539	ANDA	001	PHARMACHEMIE	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074732	ANDA	001	MYLAN	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
074732	ANDA	002	MYLAN	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075740	ANDA	001	IVAX SUB TEVA PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075740	ANDA	002	IVAX SUB TEVA PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075797	ANDA	001	DR REDDYS LABS SA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
075797	ANDA	002	DR REDDYS LABS SA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076027	ANDA	001	ROXANE	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076027	ANDA	002	ROXANE	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076179	ANDA	001	ACTAVIS LABS FL INC	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076179	ANDA	002	ACTAVIS LABS FL INC	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-02-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076398	ANDA	001	AEGIS PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
076398	ANDA	002	AEGIS PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2003-03-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
090878	ANDA	001	APOTEX	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2011-09-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
090878	ANDA	002	APOTEX	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2011-09-23	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206694	ANDA	001	ZYDUS PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2017-10-27	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206694	ANDA	002	ZYDUS PHARMS	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2017-10-27	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
213358	ANDA	001	EUGIA PHARMA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2020-08-14	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
213358	ANDA	002	EUGIA PHARMA	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE	7FRV7310N6	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	45	2020-08-14	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011123	NDA	001	BRISTOL MYERS SQUIBB	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1957-09-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011123	NDA	002	BRISTOL MYERS SQUIBB	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1957-09-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011123	NDA	003	BRISTOL MYERS SQUIBB	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1957-09-16	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011325	NDA	001	APOTHECON	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1958-01-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011325	NDA	004	APOTHECON	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1958-01-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011325	NDA	005	APOTHECON	VESPRIN	TRIFLUPROMAZINE HYDROCHLORIDE	9E75N4A5HM	FTNWXGFYRHWUKG-UHFFFAOYSA-N	21	1958-01-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062311	ANDA	001	APOTHECON	AMIKIN	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1981-01-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
062311	ANDA	002	APOTHECON	AMIKIN	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1981-01-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063263	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-11-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063264	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-11-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063265	ANDA	001	ABBOTT	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-11-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063266	ANDA	001	ABBOTT	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-10-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063274	ANDA	001	HIKMA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1992-05-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063275	ANDA	001	HIKMA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1992-05-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063283	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-10-31	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063313	ANDA	001	HIKMA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-04-11	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063315	ANDA	001	HIKMA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1994-04-11	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063350	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1993-07-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
063350	ANDA	002	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1993-07-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064045	ANDA	001	MEITHEAL	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1993-09-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064045	ANDA	002	MEITHEAL	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1993-09-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064098	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1995-06-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064099	ANDA	001	HOSPIRA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1995-06-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
064146	ANDA	001	HOSPIRA	AMIKACIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	1997-04-02	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203323	ANDA	001	SAGENT PHARMS INC	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2016-05-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203323	ANDA	002	SAGENT PHARMS INC	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2016-05-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
203323	ANDA	003	SAGENT PHARMS INC	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2016-05-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
204040	ANDA	001	AVET LIFESCIENCES	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2013-12-12	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
205604	ANDA	001	FRESENIUS KABI USA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2015-12-09	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
205605	ANDA	001	FRESENIUS KABI USA	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2015-12-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207356	NDA	001	INSMED INC	ARIKAYCE KIT	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2018-09-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
218146	ANDA	001	QILU	AMIKACIN SULFATE	AMIKACIN SULFATE	N6M33094FD	FXKSEJFHKVNEFI-GCZBSULCSA-N	37	2024-03-19	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206307	NDA	001	FONSECA BIOSCIENCES	XTORO	FINAFLOXACIN	D26OSN9Q4R	FYMHQCNFKNMJAV-HOTGVXAUSA-N	31	2014-12-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
