determinant_id	determinant_name	relation	antibiotic_id	antibiotic_name	mechanism	mechanism_source_id
ARO:3000478	tet(33)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000481	tet(35)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000556	tet(44)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000561	tet(30)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000565	tet(38)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000566	tet(39)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000567	tet(40)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000569	tet(41)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000572	tet(42)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000573	tet(43)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000770	AdeABC	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000771	AdeFGH	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000772	AdeIJK	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000797	MexCD-OprJ	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000799	MexGHI-OpmD	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3001328	Escherichia coli mdfA	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3002870	tet(34)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002871	tet(37)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002892	otr(B)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3002893	tcr3	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3002894	otr(C)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003029	MexVW-OprM	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003032	MexXY-OprM	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003038	MexXY-OprA	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003054	SmeDEF	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003062	ykkCD	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003196	tet(45)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003374	Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003378	Escherichia coli MarR with mutation associated with multidrug resistance	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003410	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003411	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003499	Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003510	Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003688	PvrR	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003694	MexJK-OprM	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003697	MexPQ-OpmE	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003807	Escherichia coli AcrR with mutation associated with multidrug resistance	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003930	rpsJ	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003964	hp1181	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003965	hp1184	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003969	lmrP	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003980	tetA(58)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3003981	tetB(58)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004031	tetAB(46)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004034	tetAB(60)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004076	MuxABC-OpmB	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004108	Enterobacter cloacae rob	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004128	Serratia marcescens Omp1	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004441	tet(59)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004442	tet(W/N/W)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004470	poxtA	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004576	tet(61)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004581	tet(48)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004582	tet(49)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004584	tet(50)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004585	Klebsiella pneumoniae KpnEF	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004586	tet(51)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004587	tet(52)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004589	tet(53)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004590	tet(54)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004591	tet(55)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004603	tet(56)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004613	tet(47)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004639	Corynebacterium striatum tetA	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004653	tetR(G)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3004719	tet(X3)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004720	tet(X4)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005006	tet(57)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3005056	tet(X6)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005057	tet(X5)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005166	tet(X1)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3007011	mdeA	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007061	hp1165	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007119	tet(O/32/O)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007120	tet(O/M/O)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007121	tet(O/W)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007122	tet(O/W/32/O)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007123	tet(O/W/O)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007124	tet(W/32/O)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007127	Streptomyces lividans otr(A)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007456	dfrL	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007492	tet(62)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007493	tet(63)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007494	tet(64)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007669	aadT	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3007838	tet(65)	confers_resistance_to_antibiotic	ARO:0000051	tetracycline	UNKNOWN	
ARO:3000230	ANT(2'')-Ia	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3000491	acrD	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3000858	armA	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3000859	rmtA	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3000860	rmtB	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3000861	rmtC	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3000862	sgm	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3002523	AAC(2')-Ia	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002524	AAC(2')-Ib	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002525	AAC(2')-Ic	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002526	AAC(2')-Id	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002527	AAC(2')-Ie	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002533	AAC(3)-IIa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002534	AAC(3)-IIb	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002535	AAC(3)-IIc	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002536	AAC(3)-IIIa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002537	AAC(3)-IIIb	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002539	AAC(3)-IVa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002545	AAC(6')-Ia	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002546	AAC(6')-Ib	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002547	AAC(6')-Ib-cr1	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002549	AAC(6')-Ic	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002553	AAC(6')-If	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002554	AAC(6')-Ig	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002555	AAC(6')-Ih	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002556	AAC(6')-Ii	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002557	AAC(6')-Ij	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002558	AAC(6')-Ik	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002559	AAC(6')-Ip	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002560	AAC(6')-Iq	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002561	AAC(6')-Ir	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002562	AAC(6')-Is	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002563	AAC(6')-Isa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002564	AAC(6')-It	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002565	AAC(6')-Iu	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002566	AAC(6')-Iv	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002567	AAC(6')-Iw	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002568	AAC(6')-Ix	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002569	AAC(6')-Iy	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002570	AAC(6')-Iz	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002571	AAC(6')-Iaa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002572	AAC(6')-Iad	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002573	AAC(6')-Iae	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002574	AAC(6')-Iaf	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002575	AAC(6')-Iai	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002576	AAC(6')-Ib3	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002577	AAC(6')-Ib4	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002578	AAC(6')-Ib7	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002579	AAC(6')-Ib8	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002580	AAC(6')-Ib9	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002581	AAC(6')-Ib10	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002582	AAC(6')-Ib11	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002583	AAC(6')-29a	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002584	AAC(6')-29b	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002585	AAC(6')-31	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002586	AAC(6')-32	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002587	AAC(6')-I33	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002588	AAC(6')-I30	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002589	AAC(6')-Iid	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002590	AAC(6')-Iih	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002591	AAC(6')-Ib-Suzhou	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002592	AAC(6')-Ib-Hangzhou	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002593	AAC(6')-Ib-SK	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002594	AAC(6')-IIa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002595	AAC(6')-IIb	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002596	AAC(6')-IIc	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002597	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002598	ANT(3'')-II-AAC(6')-IId bifunctional protein	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002600	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002623	ANT(4')-Ia	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002624	ANT(4')-IIa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002625	ANT(4')-IIb	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002634	APH(2'')-Ie	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002636	APH(2'')-IIIa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002637	APH(2'')-IVa	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002667	rmtD	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3002668	rmtG	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3002669	APH(2'')-Ig	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3002981	AmrAB-OprM	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003032	MexXY-OprM	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003038	MexXY-OprA	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003198	rmtH	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3003199	AAC(6')-Iak	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3003200	AAC(6')-Ian	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3003237	Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003408	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tobramycin	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003516	Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003676	AAC(6')-Ib'	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3003677	AAC(6')-Iaj	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3003688	PvrR	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3003905	ANT(4')-Ib	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004082	AcrAD-TolC	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3004191	APH(2'')-If	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004598	Klebsiella pneumoniae KpnGH-TolC	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3004621	AAC(3)-IIe	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004623	AAC(3)-IId	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004629	AAC(6')-Im	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004635	AAC(6')-Il	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004638	AAC(6')-I-48	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004641	AAC(6')-I-43	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3004677	rmtD2	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_TARGET_ALTERATION	ARO:3000519
ARO:3005049	CrcB	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3005061	AAC(3)-IVb	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005085	AAC(3)-IIg	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005112	AAC(6')-Ib-cr3	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005114	AAC(6')-Ib-cr4	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005115	AAC(6')-Ib-cr5	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005116	AAC(6')-Ib-cr6	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005117	AAC(6')-Ib-cr7	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005118	AAC(6')-Ib-cr8	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005119	AAC(6')-Ib-cr9	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3007204	AAC(6')-Iap	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3007456	dfrL	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	UNKNOWN	
ARO:3007770	aac(6')-Ib-cr10	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3007771	aac(6')-Ib-cr11	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3009655	AAC(6')-Va	confers_resistance_to_antibiotic	ARO:0000052	tobramycin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3005036	BLMT	confers_resistance_to_antibiotic	ARO:0000053	bleomycin	UNKNOWN	
ARO:3003801	bcr-1	confers_resistance_to_antibiotic	ARO:0000055	bicyclomycin	UNKNOWN	
ARO:3000017	OXA beta-lactamase	confers_resistance_to_antibiotic	ARO:0000056	oxacillin	ANTIBIOTIC_INACTIVATION	ARO:3000557
ARO:3000788	MdtEF-TolC	confers_resistance_to_antibiotic	ARO:0000056	oxacillin	UNKNOWN	
